Name,Taxon_ID,Accession_Number,Length
Vibrio parahaemolyticus,670,OOE28784.1,637
Bordetella bronchiseptica CA90 BB02,1331216,KAK77131.1,658
Bordetella bronchiseptica MO211,1331239,KAK71811.1,658
Bordetella bronchiseptica 980-2,1458264,KAK66268.1,658
Bordetella bronchiseptica OSU054,1331254,KAK50988.1,658
Aeromonas hydrophila pc104A,1418107,AHX70101.1,641
Aeromonas media WS,1208104,AHX61412.1,641
Aeromonas hydrophila AL09-71,1418110,AHX33302.1,641
Bordetella bronchiseptica,518,BAO67871.1,658
Aeromonas salmonicida subsp. masoucida NBRC 13784,1216980,GAJ50573.1,641
Pseudomonas sp. RIT288,1470589,EZP30031.1,648
Aeromonas hydrophila AD9,1453502,EZH78561.1,641
Aeromonas hydrophila YL17,1448139,AHV34743.1,641
Comamonas aquatica DA1877,1457173,EXU80950.1,653
Castellaniella defragrans 65Phen,1437824,CDM22586.1,632
Alteromonas sp. ALT199,1298865,EXF48500.1,645
Thalassolituus oleivorans R6-15,1208320,AHK17326.1,660
Pseudoalteromonas sp. SCSIO_11900,1461766,EWS97310.1,668
Vibrio vulnificus BAA87,1437872,EWS69980.1,582
Pseudomonas sp. GM30,1144328,EUB85442.1,648
Citrobacter portucalensis,1639133,ETX62018.1,644
Thioalkalivibrio paradoxus ARh 1,713585,AHE97800.1,639
Aeromonas hydrophila 4AK4,1354302,AHE49981.1,641
Pseudomonas sp. FGI182,1259844,AHD12293.1,648
Achromobacter,222,WP_024068377.1,660
Achromobacter xylosoxidans,85698,WP_024068374.1,654
Pseudomonas monteilii SB3101,1435058,AHC90821.1,648
Pseudomonas monteilii SB3078,1435044,AHC85453.1,648
Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,1216976,AHC46489.1,660
Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,1216976,AHC46485.1,654
Pseudomonas putida group,136845,WP_023661997.1,648
Pseudomonas taiwanensis SJ9,1388762,ESW38660.1,648
Pseudomonas sp. VLB120,69328,WP_023378072.1,647
Smithella sp. ME-1,1380771,ESP62895.1,652
Pseudomonas sp. VLB120,69328,AGZ32994.1,647
Pseudomonas sp. NBRC 111141,1661056,WP_023047374.1,648
Alcaligenes sp. EGD-AK7,1386079,ERT55682.1,609
Pseudomonas sp. CMAA1215,1387231,ERO61546.1,648
Sulfurimonas hongkongensis,1172190,WP_021287866.1,641
Aeromonas veronii,654,WP_021229442.1,641
Campylobacter concisus,199,WP_021085551.1,649
Salinivibrio costicola,51367,WP_021023631.1,642
Campylobacter concisus UNSW1,1242967,ERJ24505.1,649
Pseudoalteromonas undina DSM 6065,1117320,ERG62081.1,668
Aeromonas veronii Hm21,1347420,ERF66589.1,641
Pseudogulbenkiania ferrooxidans EGD-HP2,1388764,ERE00201.1,637
Photobacterium leiognathi lrivu.4.1,1248232,GAD32089.1,626
endosymbiont of unidentified scaly snail isolate Monju,1248727,BAN68709.1,647
Sulfurimonas hongkongensis,1172190,EQB39104.1,641
Cycloclasticus zancles,1329899,WP_020931969.1,634
Achromobacter xylosoxidans,85698,WP_020927003.1,660
Achromobacter xylosoxidans,85698,PWV41441.1,660
Pseudoalteromonas sp. meg-B1,2203192,WP_109874813.1,668
Pseudoalteromonas sp. meg-B1,2203192,PWS56635.1,668
Aeromonas caviae,648,WP_109112568.1,641
Alcaligenes faecalis,511,WP_109089340.1,646
Photobacterium damselae,38293,AWK82685.1,640
[Kluyvera] intestini,1898961,PWF54268.1,648
Alcaligenes faecalis,511,PWE14219.1,646
Aquabacterium olei,1296669,WP_109037002.1,685
Achromobacter,222,WP_108913914.1,628
Aquabacterium olei,1296669,AWI54006.1,685
Kushneria phyllosphaerae,2100822,WP_108842763.1,641
Pseudomonas sp. B1(2018),2233856,PVZ52098.1,648
Pseudomonas sp. URIL14HWK12:I11,1261626,PVZ34502.1,648
Pseudomonas sp. CC120222-01a,1378075,PVZ29284.1,648
Pseudomonas sp. URIL14HWK12:I10,1261624,PVZ24657.1,648
Pseudomonas sp. URIL14HWK12:I12,1261628,PVZ15283.1,648
Gammaproteobacteria bacterium DM2,2169539,WP_108651203.1,650
Pseudomonas sp. HMWF021,2056857,WP_108591610.1,648
Aeromonas sp. HMWF016,2056852,WP_108572775.1,641
Aeromonas sp. HMWF014,2056850,WP_108535998.1,641
Pseudomonas plecoglossicida,70775,WP_108479895.1,648
Vibrio vulnificus,672,PUZ96278.1,637
Vibrio vulnificus,672,PUZ90159.1,637
Vibrio vulnificus,672,PUZ83072.1,637
Pseudomonas,286,WP_108231398.1,648
Pseudomonas,286,WP_108219930.1,648
Pseudomonas koreensis,198620,WP_108181297.1,648
Achromobacter mucicolens,1389922,WP_108007233.1,653
Achromobacter mucicolens,1389922,WP_108007229.1,656
gamma proteobacterium symbiont of Ctena orbiculata,1968598,PUB91264.1,652
gamma proteobacterium symbiont of Ctena orbiculata,1968598,PUB85487.1,652
Aeromonas veronii,654,WP_107682176.1,641
Aeromonas hydrophila subsp. hydrophila,196023,AWA07115.1,641
Achromobacter mucicolens,1389922,PTW97656.1,653
Achromobacter mucicolens,1389922,PTW97653.1,656
Pseudomonas sp. GV041,2135750,PTW16550.1,648
Pseudomonas putida,303,PTV57829.1,648
Pseudomonas putida,303,PTV53436.1,648
Pseudomonas plecoglossicida,70775,PTU53996.1,648
Aeromonas sp. HMWF014,2056850,PTT54295.1,641
Aeromonas sp. HMWF016,2056852,PTT44642.1,641
Pseudomonas sp. HMWF021,2056857,PTT27250.1,648
Aeromonas sp. HMWF017,2056853,PTT23890.1,641
Aeromonas sp. HMWF036,2056869,PTS80368.1,641
Pseudomonas sp. GV085,2135756,PTR17712.1,648
Pseudomonas koreensis,198620,AVX86906.1,648
Halomonas sp. SF2003,2136172,WP_107336042.1,649
Achromobacter xylosoxidans,85698,WP_107316838.1,660
Achromobacter xylosoxidans,85698,WP_107316836.1,654
Aeromonas caviae,648,WP_048209012.1,433
Aeromonas caviae,648,KLV39150.1,433
Klebsiella,570,WP_047723967.1,119
Klebsiella pneumoniae,573,WP_047719078.1,119
Aeromonas sp. ZOR0001,1339227,WP_047434484.1,432
Klebsiella oxytoca,571,AKL36651.1,119
Klebsiella pneumoniae,573,AKL32054.1,119
Paracoccus sp. S4493,579490,KJZ31379.1,146
Aeromonas salmonicida subsp. salmonicida,29491,KIX26621.1,432
Aeromonas sp. L_1B5_3,1588629,WP_043849678.1,431
Aeromonas veronii,654,WP_043826091.1,432
Aeromonas taiwanensis,633417,WP_043757358.1,431
Aeromonas bestiarum,105751,WP_043554472.1,432
Aeromonas,642,WP_043152912.1,433
Aeromonas salmonicida,645,WP_043140375.1,432
Aeromonas media,651,WP_043133038.1,432
Vibrio parahaemolyticus 3646,1288790,KIT37142.1,107
Aeromonas sp. ZOR0002,1339228,WP_042878302.1,433
Aeromonas caviae,648,WP_042864486.1,433
Aeromonas allosaccharophila,656,WP_042656427.1,432
Aeromonas encheleia,73010,WP_042652039.1,432
Aeromonas media,651,WP_042649975.1,432
Aeromonas eucrenophila,649,WP_042643114.1,432
Aeromonas sp. L_1B5_3,1588629,KIQ84441.1,431
Aeromonas salmonicida,645,WP_042467846.1,432
Aeromonas veronii,654,WP_042081591.1,432
Aeromonas sanarellii,633415,WP_042079372.1,432
Aeromonas allosaccharophila,656,WP_042062935.1,432
Aeromonas veronii,654,WP_042052459.1,432
Aeromonas simiae,218936,WP_042045533.1,425
Aeromonas rivuli,648794,WP_042041655.1,433
Aeromonas popoffii,70856,WP_042035263.1,432
Aeromonas jandaei,650,WP_042032614.1,431
Aeromonas sobria,646,WP_042019419.1,432
Aeromonas caviae,648,WP_042014952.1,433
Aeromonas fluvialis,591962,WP_042013562.1,432
Aeromonas bivalvium,440079,WP_042002006.1,433
Aeromonas caviae,648,WP_041214399.1,433
Aeromonas jandaei,650,WP_041209228.1,431
Aeromonas australiensis,1114880,WP_040093963.1,432
Aeromonas veronii,654,WP_040067021.1,432
Aeromonas caviae,648,WP_039039729.1,433
Pseudomonas putida,303,KHL71647.1,159
Aeromonas salmonicida subsp. salmonicida,29491,KHF01466.1,432
Aeromonas salmonicida subsp. salmonicida,29491,KHE99520.1,432
Aeromonas finlandiensis,1543375,WP_033135717.1,432
Aeromonas aquatica,558964,WP_033131717.1,432
Aeromonas lacus,558884,WP_033115073.1,431
Vibrio maritimus,990268,GAL20752.1,115
Vibrio maritimus,990268,GAL35454.1,148
Shewanella xiamenensis,332186,ODR85613.1,639
Marinobacter adhaerens,1033846,WP_069182013.1,666
Marinobacter adhaerens,1033846,ODM33015.1,666
Kluyvera ascorbata,51288,WP_065356611.1,646
Kluyvera georgiana,73098,WP_064546772.1,646
Pseudomonas alcaliphila,101564,WP_064494571.1,648
Kluyvera georgiana ATCC 51603,1354264,OAT50649.1,646
Pseudomonas,286,WP_063428946.1,646
Pseudomonas chlororaphis subsp. piscium,1513890,KZO50759.1,646
Marinomonas sp. TW1,1561203,WP_063331885.1,649
Marinomonas sp. TW1,1561203,KZN14827.1,649
Shewanella baltica,62322,KZK65790.1,639
Pseudomonas chlororaphis,587753,WP_062823284.1,646
Pseudomonas chlororaphis,587753,AMS13662.1,646
Shewanella putrefaciens,24,WP_061782985.1,639
Thauera humireducens,1134435,AMO37583.1,652
Marinobacter sp. T13-3,1794906,KXS53423.1,675
Marinobacter sp. T13-3,1794906,KXS51048.1,648
Kluyvera cryocrescens,580,WP_061284953.1,646
Pseudomonas sp. Leaf48,1736221,WP_060541332.1,646
Pseudomonas sp. RIT-PI-q,1690247,WP_059407622.1,646
Pseudomonas sp. URMO17WK12:I11,1283291,WP_059181406.1,646
Marinomonas fungiae,1137284,CUB04188.1,641
Pseudomonas sp. URMO17WK12:I11,1283291,CRL48232.1,646
Pseudomonas fluorescens,294,WP_057398299.1,656
Pseudomonas sp. Leaf83,1736239,KQO28944.1,648
Pseudomonas sp. Leaf48,1736221,KQN50744.1,646
Shewanella sp. Sh95,1689868,WP_055648564.1,639
Marinomonas fungiae,1137284,WP_055463143.1,641
Pseudomonas fluorescens,294,KPU58771.1,656
Photobacterium sp. JCM 19050,1460644,WP_054676688.1,543
Marinobacter sp. HL-58,1479237,KPQ02975.1,662
Pseudomonas sp. In5,665135,WP_054615790.1,646
Pseudomonas sp. In5,665135,KPN92156.1,646
Pseudomonas,286,WP_054596239.1,646
Shewanella sp. Sh95,1689868,KPN75430.1,639
Pseudomonas fluorescens,294,ALI02955.1,646
Pseudomonas sp. RIT-PI-q,1690247,KPG90339.1,646
Pseudomonas sp. 655,1705718,WP_054049179.1,646
Pseudomonas sp. 655,1705718,KOY01410.1,646
Pseudomonas chlororaphis,587753,WP_053277904.1,646
Pseudomonas chlororaphis,587753,WP_053268472.1,646
Pseudomonas chlororaphis,587753,WP_053260077.1,646
Kluyvera cryocrescens,580,WP_052284628.1,646
Thauera humireducens,1134435,WP_048706298.1,652
Marinobacter subterrani,1658765,WP_048496459.1,666
Marinobacter subterrani,1658765,KMQ76503.1,666
Shewanella sp. ZOR0012,1339231,WP_047535297.1,639
Pseudomonas putida,303,WP_046816852.1,646
Pseudomonas putida,303,KKX63968.1,646
Beggiatoa alba B18LD,395493,EIJ42633.1,440
Methylovorus sp. MP688,887061,ADQ83939.1,450
Methylovorus glucosetrophus SIP3-4,582744,ACT49977.1,450
Verminephrobacter eiseniae EF01-2,391735,ABM59032.1,455
Methylosinus trichosporium OB3b,595536,ATQ68956.1,462
Bradyrhizobium sp. UFLA03-84,418599,WP_095735603.1,457
Bradyrhizobium sp. UFLA03-84,418599,PAY04607.1,457
Bradyrhizobium lablabi,722472,WP_079585840.1,456
Bradyrhizobium,374,WP_074817742.1,456
Bradyrhizobium sp. NAS96.2,1680160,WP_074125353.1,457
Bradyrhizobium sp. NAS96.2,1680160,OKO82683.1,457
Bradyrhizobium lablabi,722472,SHK73251.1,456
Bradyrhizobium lablabi,722472,SEC55032.1,456
Bradyrhizobium ottawaense,931866,SDJ45973.1,456
Methylosinus sp. 3S-1,1849840,OBS52254.1,462
Bradyrhizobium viridifuturi,1654716,WP_050628638.1,457
Bradyrhizobium elkanii,29448,WP_038383457.1,454
Methylophilus sp. 5,1112274,WP_029146895.1,459
Bradyrhizobium elkanii,29448,WP_028340106.1,454
Methylosinus,425,WP_003611855.1,462
Alteromonas sp. DSM 26665,2035223,RKT40953.1,644
Alteromonas sp. DSM 26665,2035223,RKT40417.1,645
Pseudomonas plecoglossicida,70775,RKS45930.1,648
Kushneria sinocarnis,595502,RKR06870.1,655
Aeromonas veronii,654,WP_120414043.1,641
Pseudomonas sp. Leaf58,1736226,AYG42907.1,648
Alteromonas sp. BL110,1714845,RKM79960.1,645
Achromobacter sp. B7,2282475,WP_120154666.1,650
Achromobacter sp. B7,2282475,WP_120154662.1,655
Aeromonas veronii,654,RKJ91301.1,641
Pseudomonas sp. K2W31S-8,2320867,WP_119894596.1,648
Kushneria marisflavi,157779,RKD87555.1,641
Achromobacter sp. B7,2282475,AYD64008.1,650
Achromobacter sp. B7,2282475,AYD64005.1,655
Pseudomonas sp. K2W31S-8,2320867,AYC33941.1,648
Pseudomonas putida,303,WP_119687965.1,648
Pusillimonas sp. L52-1-41,2026684,WP_119516515.1,664
Achromobacter sp. K91,2292262,WP_119450727.1,657
Pusillimonas sp. 17-4A,2026239,WP_119442904.1,664
Pseudomonas sp. 91RF,2292261,WP_119428527.1,647
Pseudomonas monteilii,76759,WP_119368426.1,648
Pseudomonas putida,303,RIZ35592.1,648
Pusillimonas sp. L52-1-41,2026684,RIY40422.1,664
Comamonadaceae bacterium YIM 73032,2259336,WP_119355246.1,649
Comamonadaceae bacterium SYSU G00088,2259674,WP_119287213.1,650
Aeromonas caviae,648,WP_119197583.1,641
Pseudomonas sp. 91RF,2292261,RIJ09162.1,647
Achromobacter sp. K91,2292262,RIJ02307.1,657
Pusillimonas sp. 17-4A,2026239,RII81857.1,664
Pseudomonas monteilii,76759,RII80488.1,648
Pseudomonas,286,WP_045733028.1,648
Pseudomonas pseudoalcaligenes,330,KJU78748.1,648
Pseudomonas sp. MRSN12121,1611770,WP_044461796.1,646
Pseudomonas sp. MRSN12121,1611770,AJO77205.1,646
Pseudomonas chlororaphis,587753,WP_038581247.1,646
Shewanella sp. POL2,1201295,WP_037427720.1,639
Shewanella xiamenensis,332186,WP_037423395.1,639
Kluyvera ascorbata,51288,WP_035891900.1,657
Kosakonia radicincitans,283686,WP_035885903.1,645
Pseudomonas putida,303,WP_033045176.1,646
Pseudomonas chlororaphis subsp. aurantiaca,86192,AIS14325.1,646
Kluyvera ascorbata ATCC 33433,1006000,KFD08365.1,657
Pseudomonas putida,303,KEX90171.1,646
Shewanella xiamenensis,332186,KEK26773.1,639
Marinobacter daepoensis,262077,WP_029654751.1,662
Shewanella colwelliana,23,WP_028764446.1,639
Pseudomonas chlororaphis,587753,WP_028681956.1,646
Pseudomonas sp. URMO17WK12:I12,1259797,WP_027922282.1,646
Marinobacter sp. HL-58,1479237,WP_027829797.1,662
Pseudomonas chlororaphis,587753,AIC18717.1,646
Pseudomonas chlororaphis,587753,WP_025805135.1,646
Psychromonas sp. SP041,1365007,WP_025562790.1,646
Pseudomonas sp. P818,1336207,WP_024308649.1,646
Kosakonia radicincitans UMEnt01/12,1455607,KDE37614.1,645
Pseudomonas fluorescens HK44,1042209,EXF93925.1,646
Pseudomonas chlororaphis,587753,WP_023968253.1,646
Pseudomonas chlororaphis subsp. aurantiaca PB-St2,1415170,ETD36965.1,646
Shewanella decolorationis,256839,WP_023265412.1,639
Shewanella decolorationis S12,1353536,ESE43194.1,639
Pseudomonas mendocina,300,WP_021490007.1,648
Pseudomonas chengduensis,489632,ERH48718.1,648
Pseudomonas sp. G5(2012),1268068,WP_020795391.1,646
Alteromonas mediterranea MED64,1300254,AGP81530.1,646
Pseudomonas fluorescens,294,WP_019692444.1,646
Vibrio coralliilyticus,190893,WP_019276979.1,636
Pseudomonas,286,WP_017677404.1,648
Pseudomonas chlororaphis,587753,WP_016702287.1,646
Pseudomonas sp. G5(2012),1268068,EPA99150.1,646
Paraglaciecola psychrophila,326544,WP_015431378.1,622
Shewanella putrefaciens,24,WP_014611464.1,639
Gallionella capsiferriformans,370405,WP_013293138.1,632
Shewanella baltica,62322,WP_012588738.1,639
Shewanella sediminis,271097,WP_012144478.1,640
Marinobacter lipolyticus,209639,WP_012136994.1,664
Shewanella,22,WP_012090415.1,639
Pseudomonas mendocina,300,WP_012018299.1,650
Shewanella baltica,62322,WP_011848058.1,639
Shewanella,22,WP_011790973.1,639
Shewanella,22,WP_011715604.1,639
Shewanella,22,WP_011621184.1,639
Pseudomonas fulva,47880,AVF53720.1,652
Marinobacter sp. N4,2055143,PPI84328.1,666
Marinobacter flavimaris,262076,PPI80212.1,666
Zhizhongheella caldifontis,1452508,PPE66038.1,634
Pseudomonas aeruginosa,287,AVE34442.1,650
Halomonas saliphila,1848458,WP_104203754.1,639
Proteobacteria bacterium 228,2083153,WP_104151948.1,661
Vibrio jasicida,766224,WP_104036007.1,637
Pseudomonas palleroniana,191390,AVE06432.1,648
Methylomonas sp.,418,PPD33553.1,634
Methylobacter sp.,2051955,PPD24405.1,634
Methylophilus sp.,29541,PPD12308.1,642
Methylobacter sp.,2051955,PPD05660.1,634
Methylotenera sp.,2051956,PPC92885.1,638
Proteobacteria bacterium 228,2083153,PPC79012.1,661
Pseudomonas aeruginosa,287,PPB44216.1,650
Pseudomonas aeruginosa,287,PPB34916.1,650
Pseudomonas aeruginosa,287,PPB25672.1,650
Pseudomonas aeruginosa,287,PPB21169.1,650
Pseudomonas aeruginosa,287,PPB03512.1,650
Pseudomonas aeruginosa,287,PPA99480.1,650
Pseudomonas aeruginosa,287,PPA97679.1,650
Pseudomonas sp. MWU12-2312b,2071716,PPA04383.1,648
Pseudomonas sp. MWU12-2312b,2071716,PPA00583.1,590
Halomonas daqingensis,419596,WP_103970358.1,637
Vibrio hangzhouensis,462991,WP_103881661.1,636
Pseudomonas orientalis,76758,AUZ44129.1,648
Methylophaga nitratireducenticrescens,754476,AUZ84801.1,677
Vibrio cholerae,666,POS95665.1,636
Vibrio cholerae,666,POS92682.1,636
Pseudomonas aeruginosa,287,POP59326.1,650
Pseudomonas aeruginosa,287,POO65528.1,650
Aquitalea sp. MWU14-2217,2480983,WP_103525014.1,637
Pseudomonas sp. WP001,2053030,POM12311.1,648
Pseudomonas putida,303,WP_103468998.1,648
Vibrio campbellii,680,WP_103414799.1,637
Vibrio campbellii,680,WP_103411974.1,637
Vibrio cholerae,666,POM06186.1,636
Pseudomonas protegens,380021,WP_103408271.1,648
Pseudomonas sp. DP16D-R1,2075551,WP_103406509.1,648
Pseudomonas sp. DP16D-R1,2075551,WP_103406368.1,646
Pseudomonas sp. FW300-N1A1,2075555,WP_103402163.1,651
Pseudomonas laurylsulfatovorans,1943631,WP_103394677.1,646
Pseudomonas sp. FW104-15G4B,2075550,WP_103385529.1,648
Pseudomonas,286,WP_103320449.1,648
Pseudomonas sp. MPR-ANC1,2075548,WP_103306852.1,648
Vibrio vulnificus,672,WP_103277611.1,637
Pseudomonas fluorescens,294,POH39283.1,648
Pseudomonas putida,303,POG16917.1,648
Pseudomonas putida,303,POF99374.1,648
Vibrio anguillarum,55601,ASF94283.1,636
Pseudomonas aeruginosa,287,OWW43790.1,650
Halomonas campaniensis,213554,OWV29531.1,633
Achromobacter,222,WP_088595365.1,657
Achromobacter,222,WP_088595358.1,660
Marinobacter sp. es.042,1761794,WP_088558962.1,666
Marinobacter sp. es.042,1761794,WP_088558942.1,633
Pseudomonas,286,WP_088523836.1,652
Vibrio parahaemolyticus,670,OWU36788.1,637
Vibrio parahaemolyticus,670,OWU30597.1,637
Vibrio parahaemolyticus,670,OWU26011.1,637
Vibrio parahaemolyticus,670,OWU25690.1,637
Vibrio parahaemolyticus,670,OWU15774.1,637
Vibrio parahaemolyticus,670,OWU14470.1,637
Vibrio parahaemolyticus,670,OWU11773.1,637
Vibrio parahaemolyticus,670,OWU01118.1,637
Vibrio parahaemolyticus,670,OWT90404.1,637
Vibrio parahaemolyticus,670,OWT88632.1,637
Vibrio parahaemolyticus,670,OWT86082.1,637
Achromobacter sp. HZ28,2015171,OWT81749.1,657
Achromobacter sp. HZ28,2015171,OWT81742.1,660
Achromobacter sp. HZ34,2015170,OWT79865.1,657
Achromobacter sp. HZ34,2015170,OWT79858.1,660
Achromobacter insolitus,217204,OWT54409.1,652
Pseudomonas protegens,380021,ASE20317.1,648
Marinobacter sp. es.042,1761794,SNB59156.1,666
Marinobacter sp. es.042,1761794,SNB59117.1,633
Pseudomonas sp. LAIL14HWK12:I4,1259802,SNB84645.1,652
Pseudomonas nitroreducens,46680,WP_088417728.1,647
Pseudomonas nitroreducens,46680,WP_088416564.1,651
Pseudomonas aeruginosa,287,OWR06662.1,650
Pseudomonas aeruginosa,287,ASD17020.1,650
Pseudomonas aeruginosa,287,ASD10138.1,650
Pseudomonas aeruginosa,287,ASD05088.1,650
Pseudomonas aeruginosa,287,ASC98717.1,650
Pseudomonas lactis,1615674,OWQ38419.1,648
Vibrio vulnificus,672,ASC60082.1,596
Pseudomonas nitroreducens,46680,OWP51654.1,651
Pseudomonas nitroreducens,46680,OWP50303.1,647
Pseudomonas aeruginosa,287,OWO87904.1,650
Vibrio cholerae,666,OWO74167.1,636
Vibrio cholerae,666,OWO69572.1,636
Vibrio cholerae,666,OWO68735.1,636
Vibrio cholerae,666,OWO66924.1,636
Pseudomonas sp. A46,1973009,WP_088193921.1,649
Pseudomonas aeruginosa,287,WP_088171222.1,650
Pseudomonas aeruginosa,287,WP_088169837.1,650
Achromobacter xylosoxidans,85698,WP_088155345.1,652
Achromobacter xylosoxidans,85698,WP_088139649.1,652
Vibrio gazogenes,687,WP_088135137.1,637
Photobacterium frigidiphilum,264736,WP_107244905.1,647
Photobacterium phosphoreum,659,WP_107239597.1,642
Photobacterium leiognathi,553611,WP_107233368.1,642
Photobacterium phosphoreum,659,WP_107229013.1,642
Thauera aromatica,59405,WP_107221754.1,645
Photobacterium leiognathi,553611,WP_107216765.1,642
Photobacterium phosphoreum,659,WP_107212119.1,642
Photobacterium,657,WP_107206656.1,642
Photobacterium phosphoreum,659,WP_107199280.1,642
Photobacterium phosphoreum,659,WP_107189319.1,642
Photobacterium leiognathi,553611,WP_107184743.1,642
Halomonas sp. SL1,2137478,WP_107181776.1,638
Photobacterium leiognathi,553611,WP_107165963.1,642
Pseudomonas sp. s211(2017),2045200,AVU74021.1,648
Vibrio cholerae,666,SPM26298.1,636
Vibrio cholerae,666,SPM24313.1,636
Vibrio cholerae,666,SPM22861.1,636
Pseudomonas palleroniana,191390,PTC21990.1,648
Halomonas sp. 'Soap Lake #6',1949203,AVU10201.1,643
Vibrio anguillarum,55601,AVT66318.1,636
Pseudomonas baetica,674054,PTC21181.1,648
Shewanella baltica,62322,AVT47324.1,639
Vibrio mediterranei,689,PTC06305.1,636
Thauera aromatica K172,44139,AVR89683.1,645
Photobacterium phosphoreum,659,PTB31410.1,642
Halomonas urumqiensis,1684789,PTB01136.1,638
Pseudomonas aeruginosa,287,AVR84220.1,650
Shewanella morhuae,365591,PTA48358.1,639
Photobacterium kishitanii,318456,PSX43775.1,642
Photobacterium angustum,661,PSX40213.1,642
Photobacterium kishitanii,318456,PSX33338.1,642
Photobacterium angustum,661,PSX33221.1,642
Photobacterium kishitanii,318456,PSX26582.1,642
Photobacterium angustum,661,PSX24082.1,642
Photobacterium kishitanii,318456,PSX19442.1,642
Photobacterium angustum,661,PSX15590.1,642
Photobacterium angustum,661,PSX11493.1,642
Photobacterium angustum,661,PSX08180.1,642
Photobacterium angustum,661,PSX01942.1,642
Photobacterium iliopiscarium,56192,PSW99036.1,642
Photobacterium angustum,661,PSW97889.1,642
Photobacterium angustum,661,PSW90275.1,642
Photobacterium angustum,661,PSW78478.1,642
Photobacterium sp. GB-50,2022107,PSW74517.1,642
Photobacterium kishitanii,318456,PSW68521.1,642
Photobacterium leiognathi subsp. mandapamensis,48408,PSW66967.1,642
Photobacterium kishitanii,318456,PSW61625.1,642
Photobacterium leiognathi subsp. mandapamensis,48408,PSW58396.1,642
Photobacterium leiognathi subsp. mandapamensis,48408,PSW55269.1,642
Photobacterium kishitanii,318456,PSW51540.1,642
Vibrio parahaemolyticus,670,OWM27561.1,637
Vibrio parahaemolyticus,670,OWM25920.1,637
Vibrio parahaemolyticus,670,OWM25504.1,637
Vibrio parahaemolyticus,670,OWM16489.1,637
Vibrio parahaemolyticus,670,OWM10231.1,637
Vibrio parahaemolyticus,670,OWM00102.1,637
Vibrio parahaemolyticus,670,OWL92491.1,637
Vibrio parahaemolyticus,670,OWL84373.1,637
Vibrio parahaemolyticus,670,OWL79113.1,637
Vibrio parahaemolyticus,670,OWL75130.1,637
Vibrio parahaemolyticus,670,OWL70401.1,637
Vibrio parahaemolyticus,670,OWL64610.1,637
Vibrio parahaemolyticus,670,OWL58272.1,637
Vibrio parahaemolyticus,670,OWL55052.1,637
Vibrio parahaemolyticus,670,OWL52478.1,637
